RNA Tumor Sample Barcode,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,pValue,Correlation,RMSE,Absolute score (sig.score),aDC,Adipocytes,Astrocytes,B-cells,Basophils,CD4+ memory T-cells,CD4+ naive T-cells,CD4+ T-cells,CD4+ Tcm,CD4+ Tem,CD8+ naive T-cells,CD8+ T-cells,CD8+ Tcm,CD8+ Tem,cDC,Chondrocytes,Class-switched memory B-cells,CLP,CMP,DC,Endothelial cells,Eosinophils,Epithelial cells,Erythrocytes,Fibroblasts,GMP,Hepatocytes,HSC,iDC,Keratinocytes,ly Endothelial cells,Macrophages,Macrophages M1,Macrophages M2,Mast cells,Megakaryocytes,Melanocytes,Memory B-cells,MEP,Mesangial cells,Monocytes,MPP,MSC,mv Endothelial cells,Myocytes,naive B-cells,Neurons,Neutrophils,NK cells,NKT,Osteoblast,pDC,Pericytes,Plasma cells,Platelets,Preadipocytes,pro B-cells,Sebocytes,Skeletal muscle,Smooth muscle,Tgd cells,Th1 cells,Th2 cells,Tregs,ImmuneScore,StromaScore,MicroenvironmentScore
CRC.SW.U0915.T,0.005873 ,0.000000 ,0.039246 ,0.000000 ,0.000000 ,0.158603 ,0.021594 ,0.008204 ,0.000000 ,0.000000 ,0.077734 ,0.000000 ,0.000000 ,0.111016 ,0.018315 ,0.021203 ,0.000000 ,0.028845 ,0.000000 ,0.068547 ,0.002026 ,0.018229 ,0.060000 ,0.138422 ,1.034558 ,0.579435 ,0.659180 ,0.056782 ,0.000000 ,0.072268 ,0.461797 ,0.573882 ,0.000000 ,0.141285 ,0.052264 ,0.052029 ,0.211628 ,0.110568 ,0.154341 ,0.000000 ,0.293454 ,0.015336 ,0.000000 ,0.702978 ,0.000000 ,0.116833 ,0.372877 ,0.000000 ,0.388859 ,0.000000 ,0.168789 ,0.000000 ,0.011855 ,0.241559 ,0.517146 ,0.113234 ,0.375566 ,0.171729 ,0.090046 ,0.055027 ,0.045136 ,0.084223 ,0.017162 ,0.037198 ,0.039687 ,0.004147 ,0.129707 ,0.000000 ,0.000000 ,0.188050 ,0.047413 ,0.000000 ,0.032940 ,0.105507 ,0.146299 ,0.722176 ,0.132370 ,0.266687 ,0.172388 ,0.153740 ,0.090329 ,0.395720 ,0.177650 ,0.148492 ,0.081154 ,1.195450 ,0.000000 ,1.508500 ,0.776936 ,0.351552 ,0.692888 ,0.299224 ,0.992112 
CRC.SW.U0916.T,0.039093 ,0.000000 ,0.084617 ,0.026766 ,0.000000 ,0.201186 ,0.024075 ,0.041203 ,0.011301 ,0.000000 ,0.027555 ,0.000000 ,0.007178 ,0.014129 ,0.052466 ,0.075533 ,0.003138 ,0.017361 ,0.000000 ,0.034055 ,0.000000 ,0.000000 ,0.013000 ,0.288310 ,0.968574 ,0.659657 ,1.257042 ,0.000000 ,0.000000 ,1.754275 ,0.231451 ,0.797651 ,0.297728 ,0.368179 ,0.132169 ,0.000000 ,0.272380 ,0.977577 ,0.528582 ,0.108459 ,0.910785 ,0.000000 ,0.342853 ,0.621737 ,0.000000 ,0.248318 ,0.071301 ,0.068098 ,0.132809 ,0.005610 ,0.489362 ,0.000000 ,0.031795 ,0.543125 ,0.348533 ,0.037057 ,0.070223 ,0.084953 ,0.069836 ,0.007475 ,0.119141 ,0.070623 ,0.055692 ,0.440263 ,0.000000 ,0.163896 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.106369 ,0.333084 ,0.042354 ,0.000000 ,0.044485 ,0.315229 ,0.000000 ,0.584263 ,0.223382 ,0.184535 ,0.017770 ,0.054607 ,0.431344 ,0.019395 ,0.110695 ,0.800933 ,0.000000 ,0.671571 ,0.982566 ,0.269148 ,2.443350 ,0.280331 ,2.723681 
CRC.SW.U0929.T,0.000000 ,0.000000 ,0.139060 ,0.001798 ,0.000000 ,0.122481 ,0.001087 ,0.000000 ,0.002005 ,0.000000 ,0.034095 ,0.000000 ,0.000000 ,0.090881 ,0.002624 ,0.039696 ,0.000000 ,0.010087 ,0.000000 ,0.041281 ,0.000000 ,0.001132 ,0.003000 ,0.414003 ,0.911310 ,0.486227 ,0.186238 ,0.000000 ,0.000000 ,0.226365 ,0.020408 ,0.309537 ,0.023286 ,0.173402 ,0.023143 ,0.340023 ,0.153338 ,0.130187 ,0.000000 ,0.000000 ,0.377016 ,0.000000 ,0.188414 ,0.361942 ,0.000000 ,0.091966 ,0.202151 ,0.000000 ,0.212210 ,0.000000 ,0.000000 ,0.000000 ,0.005064 ,0.243302 ,0.343008 ,0.034912 ,0.129438 ,0.007016 ,0.000000 ,0.032221 ,0.103900 ,0.017374 ,0.000000 ,0.039866 ,0.003704 ,0.061598 ,0.000000 ,0.000000 ,0.000000 ,0.098786 ,0.014628 ,0.000000 ,0.007378 ,0.000000 ,0.064376 ,1.014711 ,0.339871 ,0.260465 ,0.115535 ,0.201206 ,0.060182 ,0.013211 ,0.000000 ,0.112860 ,0.056522 ,1.713788 ,0.000000 ,0.635562 ,0.461126 ,0.207900 ,0.531474 ,0.101076 ,0.632550 
CRC.SW.U0933.T,0.019055 ,0.000000 ,0.139656 ,0.015258 ,0.000000 ,0.077947 ,0.000000 ,0.014347 ,0.002985 ,0.000000 ,0.017059 ,0.000000 ,0.000000 ,0.074679 ,0.006488 ,0.044703 ,0.000000 ,0.005296 ,0.000000 ,0.119555 ,0.021349 ,0.018444 ,0.004000 ,0.375070 ,0.931247 ,0.576819 ,0.000000 ,0.070575 ,0.227591 ,0.351986 ,0.000000 ,0.151380 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.144595 ,0.000000 ,0.112459 ,0.000000 ,0.424051 ,0.088010 ,0.160421 ,0.930884 ,0.018067 ,0.103264 ,0.369675 ,0.195187 ,0.119288 ,0.021523 ,0.574793 ,0.004417 ,0.009969 ,0.800653 ,1.307313 ,0.024151 ,0.417408 ,0.205090 ,0.093941 ,0.111637 ,0.286379 ,0.027180 ,0.048653 ,0.166794 ,0.292470 ,0.145854 ,0.190980 ,0.000000 ,0.508486 ,0.139433 ,0.096358 ,0.014336 ,0.027193 ,0.259189 ,0.000000 ,0.213768 ,0.187812 ,0.032126 ,0.381500 ,0.271510 ,0.000000 ,0.174485 ,0.086244 ,0.047121 ,0.044916 ,1.351697 ,0.000000 ,0.751512 ,1.607085 ,0.000000 ,1.061383 ,0.507521 ,1.568905 
CRC.SW.U0934.T,0.009128 ,0.000000 ,0.037781 ,0.001579 ,0.000000 ,0.135128 ,0.002501 ,0.013505 ,0.011428 ,0.000000 ,0.019712 ,0.000000 ,0.001965 ,0.019136 ,0.005425 ,0.025749 ,0.000000 ,0.008363 ,0.009434 ,0.010488 ,0.000000 ,0.000000 ,0.018000 ,0.234050 ,0.997902 ,0.311324 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.977682 ,0.184597 ,0.000000 ,0.000000 ,0.065790 ,0.149487 ,0.201546 ,0.093501 ,0.000000 ,0.000000 ,0.368137 ,0.000000 ,0.066142 ,1.038966 ,0.000000 ,0.010380 ,0.028985 ,0.000000 ,0.270949 ,0.037172 ,0.000000 ,0.000000 ,0.003924 ,0.689927 ,0.159841 ,0.109911 ,0.023970 ,0.000000 ,0.000000 ,0.000000 ,0.087262 ,0.000000 ,0.063294 ,0.014693 ,0.000000 ,0.110836 ,0.000000 ,0.000000 ,0.672742 ,0.000000 ,0.187292 ,0.000000 ,0.131041 ,0.000000 ,0.000000 ,0.167224 ,0.115374 ,0.129713 ,0.000000 ,0.156916 ,0.125654 ,0.000000 ,0.347931 ,0.113528 ,0.271202 ,1.148867 ,0.000000 ,0.402766 ,0.895763 ,0.000000 ,0.127429 ,0.014493 ,0.141921 
CRC.SW.U0937.T,0.003435 ,0.000000 ,0.035969 ,0.001537 ,0.000000 ,0.131799 ,0.029380 ,0.002690 ,0.000000 ,0.000000 ,0.033112 ,0.000000 ,0.000000 ,0.145567 ,0.000000 ,0.094644 ,0.002505 ,0.026939 ,0.000087 ,0.017949 ,0.014548 ,0.013159 ,0.072000 ,0.124862 ,1.040835 ,0.553320 ,0.446159 ,0.005218 ,0.000000 ,0.000000 ,0.025949 ,0.333226 ,0.256413 ,0.181379 ,0.000000 ,0.420984 ,0.007480 ,0.006314 ,0.000000 ,0.000000 ,1.514209 ,0.000000 ,0.004027 ,0.390668 ,0.000000 ,0.305373 ,0.649324 ,0.221425 ,0.044578 ,0.007752 ,0.371964 ,0.000000 ,0.018969 ,1.069744 ,1.751588 ,0.012600 ,0.568893 ,0.386161 ,0.300585 ,0.190633 ,0.184681 ,0.078438 ,0.000000 ,0.000000 ,0.182965 ,0.087604 ,0.374547 ,0.000000 ,0.000000 ,0.219232 ,0.000000 ,0.000000 ,0.005116 ,0.196405 ,0.000000 ,1.603089 ,0.275577 ,0.577708 ,0.293141 ,0.024710 ,0.000000 ,0.000000 ,0.000000 ,0.072916 ,0.000000 ,1.320022 ,0.000000 ,0.641489 ,0.000000 ,0.494020 ,1.237524 ,0.513253 ,1.750777 
CRC.SW.U0938.T,0.015984 ,0.000000 ,0.044159 ,0.094854 ,0.000000 ,0.300402 ,0.007638 ,0.050476 ,0.011229 ,0.000000 ,0.031307 ,0.033265 ,0.022654 ,0.040012 ,0.060620 ,0.123347 ,0.014111 ,0.000000 ,0.000000 ,0.028842 ,0.000000 ,0.000000 ,0.050000 ,0.152454 ,1.037504 ,0.878899 ,0.535884 ,0.960730 ,0.065571 ,0.414142 ,0.548855 ,0.558050 ,0.000000 ,0.001113 ,0.000000 ,0.000000 ,0.140144 ,0.487417 ,0.920439 ,0.124176 ,0.409643 ,0.304500 ,0.246059 ,1.098159 ,0.000000 ,0.089156 ,0.202422 ,0.009082 ,0.138357 ,0.000000 ,0.468010 ,0.000000 ,0.006339 ,0.712070 ,1.740262 ,0.019278 ,0.177333 ,0.550726 ,0.323129 ,0.161550 ,0.063858 ,0.025323 ,0.000000 ,0.000000 ,0.000000 ,0.141927 ,0.205828 ,0.000000 ,0.000000 ,0.137627 ,0.007694 ,0.077018 ,0.012261 ,0.060389 ,0.300924 ,0.000000 ,0.257427 ,0.287184 ,0.000000 ,0.000000 ,0.000000 ,0.595519 ,0.073517 ,0.006875 ,0.000000 ,1.548493 ,0.018305 ,0.987419 ,1.463326 ,0.000000 ,1.455090 ,0.815581 ,2.270671 
CRC.SW.U0939.T,0.018485 ,0.000000 ,0.073001 ,0.038980 ,0.000000 ,0.164456 ,0.004309 ,0.030885 ,0.020957 ,0.000000 ,0.033365 ,0.000000 ,0.000000 ,0.219033 ,0.024965 ,0.145374 ,0.000000 ,0.026957 ,0.000000 ,0.095669 ,0.009012 ,0.030433 ,0.055000 ,0.148920 ,1.029522 ,0.935882 ,0.423258 ,0.587237 ,0.780005 ,0.769288 ,0.000000 ,0.378258 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.156152 ,0.081961 ,0.259794 ,0.000000 ,1.954201 ,0.437360 ,0.318362 ,0.283728 ,0.000046 ,0.557191 ,0.795425 ,0.230715 ,0.164359 ,0.000000 ,1.163188 ,0.054504 ,0.000000 ,1.573263 ,3.765306 ,0.094976 ,0.865713 ,0.513154 ,0.227348 ,0.238767 ,0.236976 ,0.051751 ,0.001674 ,0.267922 ,0.179887 ,0.431451 ,0.675953 ,0.000000 ,0.000000 ,0.318057 ,0.010346 ,0.172499 ,0.017257 ,0.201624 ,0.000000 ,0.785871 ,0.182334 ,0.239052 ,0.478688 ,0.139749 ,0.000000 ,0.590300 ,0.000000 ,0.188829 ,0.000000 ,1.050795 ,0.000000 ,0.000000 ,1.813106 ,0.183391 ,2.177909 ,1.272925 ,3.450834 
CRC.SW.U0942.N,0.034540 ,0.000000 ,0.239487 ,0.047290 ,0.000000 ,0.121302 ,0.000000 ,0.001706 ,0.001665 ,0.000000 ,0.001628 ,0.008002 ,0.000000 ,0.003173 ,0.000000 ,0.043152 ,0.000599 ,0.009169 ,0.012104 ,0.000000 ,0.002582 ,0.000000 ,0.000000 ,0.568580 ,0.823602 ,0.526398 ,0.000000 ,0.100495 ,0.000000 ,1.423799 ,1.053735 ,0.040326 ,0.000000 ,0.000000 ,0.014178 ,0.000000 ,0.135924 ,0.255956 ,0.302382 ,0.000000 ,0.455725 ,0.000000 ,0.508268 ,0.215692 ,0.135775 ,0.073654 ,0.000000 ,0.530251 ,0.518194 ,0.000000 ,0.000000 ,0.000000 ,0.043760 ,0.033232 ,2.147623 ,0.122583 ,0.027607 ,0.000000 ,0.037333 ,0.023861 ,0.267729 ,0.017670 ,0.091003 ,0.458611 ,0.270546 ,0.382263 ,0.000000 ,0.000000 ,0.910226 ,0.000000 ,0.073541 ,0.166966 ,0.026182 ,0.000000 ,0.000000 ,0.285368 ,0.000000 ,0.699116 ,0.038189 ,0.570441 ,0.000000 ,0.000000 ,0.423644 ,0.044065 ,0.141045 ,0.082000 ,0.000000 ,0.732845 ,0.560332 ,0.000000 ,1.700926 ,0.050247 ,1.751173 
CRC.SW.U0942.T,0.018042 ,0.000000 ,0.083612 ,0.005961 ,0.000000 ,0.125733 ,0.032349 ,0.000000 ,0.000000 ,0.000000 ,0.032623 ,0.000000 ,0.004599 ,0.016762 ,0.004265 ,0.031931 ,0.000000 ,0.012027 ,0.000000 ,0.043328 ,0.001950 ,0.010094 ,0.006000 ,0.354096 ,0.937565 ,0.423275 ,0.140518 ,0.005709 ,0.000000 ,0.157404 ,0.656809 ,0.355527 ,0.016725 ,0.092208 ,0.000000 ,0.000000 ,0.157916 ,0.167824 ,0.038023 ,0.000000 ,0.026063 ,0.000000 ,0.097735 ,0.544442 ,0.024068 ,0.000000 ,0.193239 ,0.010930 ,0.258459 ,0.038806 ,0.028070 ,0.000000 ,0.027564 ,0.511129 ,0.046286 ,0.019498 ,0.236748 ,0.000000 ,0.000000 ,0.000000 ,0.078114 ,0.024800 ,0.037482 ,0.023631 ,0.085172 ,0.034462 ,0.000000 ,0.000000 ,0.018713 ,0.011868 ,0.080079 ,0.027068 ,0.047774 ,0.010484 ,0.000000 ,0.356990 ,0.000000 ,0.317357 ,0.161039 ,0.123462 ,0.000000 ,0.050732 ,0.213535 ,0.069005 ,0.093943 ,1.388092 ,0.000000 ,0.367543 ,0.734206 ,0.248555 ,0.344643 ,0.113509 ,0.458152 
CRC.SW.U0949.T,0.000000 ,0.000000 ,0.067335 ,0.034897 ,0.000000 ,0.136828 ,0.010515 ,0.007041 ,0.036657 ,0.000000 ,0.019270 ,0.000000 ,0.000000 ,0.107956 ,0.097516 ,0.110295 ,0.000000 ,0.000000 ,0.000000 ,0.045923 ,0.007299 ,0.043714 ,0.041000 ,0.168691 ,1.021374 ,0.725245 ,0.426634 ,0.000000 ,0.129348 ,0.127519 ,0.000000 ,0.452993 ,0.081566 ,0.266152 ,0.000000 ,0.000000 ,0.010951 ,0.106544 ,0.428477 ,0.086633 ,0.674342 ,0.048168 ,0.050045 ,0.218144 ,0.000000 ,0.162011 ,0.762851 ,0.003087 ,0.271521 ,0.000000 ,0.573804 ,0.079896 ,0.009208 ,0.771092 ,1.309704 ,0.108072 ,0.694695 ,0.277883 ,0.249322 ,0.126073 ,0.110021 ,0.136259 ,0.000000 ,0.000000 ,0.005979 ,0.396113 ,0.660255 ,0.000000 ,0.000000 ,0.296604 ,0.008821 ,0.000000 ,0.008630 ,0.274110 ,0.205602 ,0.179434 ,0.038336 ,0.295360 ,0.319636 ,0.059693 ,0.110361 ,0.065173 ,0.000000 ,0.102262 ,0.000000 ,1.353664 ,0.000000 ,0.619516 ,1.155934 ,0.460624 ,1.462123 ,0.668328 ,2.130450 
CRC.SW.U0950.T,0.046689 ,0.000000 ,0.103549 ,0.004224 ,0.000000 ,0.150874 ,0.019064 ,0.035486 ,0.011007 ,0.000000 ,0.025538 ,0.000000 ,0.000000 ,0.076734 ,0.043561 ,0.054194 ,0.000000 ,0.012232 ,0.000000 ,0.006758 ,0.000000 ,0.012340 ,0.006000 ,0.358518 ,0.935846 ,0.602250 ,0.420126 ,0.048845 ,0.560486 ,0.439185 ,0.043184 ,0.289944 ,0.227330 ,0.253710 ,0.000000 ,0.000000 ,0.075523 ,0.070691 ,0.089845 ,0.000000 ,0.376928 ,0.251274 ,0.323828 ,0.346729 ,0.000000 ,0.083913 ,1.055477 ,0.001628 ,0.052244 ,0.004439 ,0.783309 ,0.000000 ,0.024026 ,1.533857 ,1.441384 ,0.015581 ,1.063755 ,0.020899 ,0.044635 ,0.036004 ,0.023549 ,0.124544 ,0.016742 ,0.076579 ,0.025590 ,0.211533 ,0.000000 ,0.000000 ,0.000000 ,0.440009 ,0.000000 ,0.090043 ,0.017699 ,0.000000 ,0.000000 ,0.526090 ,0.201927 ,0.215540 ,0.892529 ,0.099946 ,0.000000 ,0.299697 ,0.000000 ,0.025276 ,0.000000 ,0.950479 ,0.000000 ,0.868481 ,0.015227 ,0.468233 ,0.595717 ,0.943815 ,1.539532 
CRC.SW.U0955.T,0.019811 ,0.000000 ,0.024346 ,0.000000 ,0.000000 ,0.191578 ,0.000000 ,0.033896 ,0.000000 ,0.000000 ,0.046404 ,0.000000 ,0.000000 ,0.145017 ,0.051560 ,0.031722 ,0.001900 ,0.007358 ,0.000000 ,0.238082 ,0.009402 ,0.131771 ,0.019000 ,0.230932 ,1.009105 ,0.932846 ,0.979759 ,0.105699 ,0.357671 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.016601 ,0.123175 ,0.026572 ,1.371455 ,0.382031 ,0.007914 ,0.415626 ,0.008966 ,0.312261 ,0.872889 ,0.000000 ,0.193976 ,0.000000 ,0.924293 ,0.000000 ,0.000000 ,1.305769 ,2.196714 ,0.097243 ,0.947143 ,0.354092 ,0.261141 ,0.157365 ,0.073102 ,0.121912 ,0.064122 ,0.000000 ,0.111386 ,0.216808 ,1.009450 ,0.000000 ,0.000000 ,0.375001 ,0.029312 ,0.000000 ,0.006314 ,0.643611 ,0.238712 ,0.437633 ,0.049717 ,0.426887 ,0.421686 ,0.066904 ,0.008064 ,0.409114 ,0.000000 ,0.223670 ,0.003180 ,1.284309 ,0.000000 ,0.591128 ,0.435007 ,0.050808 ,1.765218 ,0.951441 ,2.716659 
CRC.SW.U0960.T,0.026902 ,0.000000 ,0.033788 ,0.006957 ,0.000000 ,0.082831 ,0.007727 ,0.009348 ,0.000000 ,0.000000 ,0.020430 ,0.000000 ,0.000000 ,0.081454 ,0.010537 ,0.055622 ,0.000000 ,0.003207 ,0.000000 ,0.023676 ,0.000000 ,0.011537 ,0.020000 ,0.221782 ,0.995608 ,0.374018 ,0.033825 ,0.110766 ,0.303067 ,0.000000 ,0.573483 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.023840 ,0.000000 ,0.000000 ,0.000000 ,0.363177 ,0.097321 ,0.019125 ,0.455981 ,0.189773 ,0.114556 ,0.559108 ,0.000000 ,0.053541 ,0.125316 ,0.260708 ,0.045498 ,0.045285 ,1.133504 ,0.677109 ,0.006982 ,0.635858 ,0.136190 ,0.036327 ,0.181788 ,0.076626 ,0.211882 ,0.079879 ,0.000000 ,0.203355 ,0.096940 ,0.000000 ,0.000000 ,0.520550 ,0.168242 ,0.124700 ,0.000000 ,0.067902 ,0.014855 ,0.000000 ,0.369723 ,0.151657 ,0.000000 ,0.494749 ,0.070248 ,0.116772 ,0.000000 ,0.466591 ,0.038030 ,0.256563 ,0.407274 ,0.000000 ,0.700390 ,0.373181 ,0.000000 ,0.228152 ,0.465291 ,0.693442 
CRC.SW.U0966.T,0.004648 ,0.003898 ,0.223505 ,0.007289 ,0.000000 ,0.116480 ,0.001796 ,0.000000 ,0.007528 ,0.000000 ,0.013754 ,0.000000 ,0.000000 ,0.056941 ,0.013011 ,0.038024 ,0.000000 ,0.004962 ,0.008063 ,0.016375 ,0.000000 ,0.000000 ,0.000000 ,0.545484 ,0.838180 ,0.516274 ,0.000000 ,0.000000 ,0.000000 ,1.417102 ,0.000000 ,0.181874 ,0.141537 ,0.000000 ,0.000000 ,0.000000 ,0.226579 ,0.263580 ,0.127071 ,0.000000 ,0.217921 ,0.000000 ,0.480620 ,1.011357 ,0.000000 ,0.042810 ,0.055837 ,0.297430 ,0.321339 ,0.000000 ,0.048795 ,0.000000 ,0.000000 ,0.436883 ,1.538740 ,0.094983 ,0.020295 ,0.000000 ,0.000000 ,0.047398 ,0.273484 ,0.003704 ,0.000000 ,0.389928 ,0.062995 ,0.105448 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.049530 ,0.156902 ,0.006769 ,0.000000 ,0.000000 ,0.402202 ,0.091774 ,0.368280 ,0.000000 ,0.564162 ,0.006867 ,0.157555 ,0.061657 ,0.130702 ,0.000000 ,1.864247 ,0.000000 ,0.641155 ,0.031987 ,0.062189 ,1.529604 ,0.052316 ,1.581920 
CRC.SW.U0967.T,0.005049 ,0.000000 ,0.042250 ,0.038253 ,0.000000 ,0.093987 ,0.036375 ,0.000000 ,0.000000 ,0.000000 ,0.022481 ,0.000000 ,0.006948 ,0.044975 ,0.010285 ,0.046186 ,0.000022 ,0.011692 ,0.000000 ,0.000000 ,0.017889 ,0.000000 ,0.033000 ,0.185269 ,1.008101 ,0.376393 ,0.210704 ,0.000000 ,0.000000 ,0.000000 ,0.067197 ,0.310057 ,0.153636 ,0.069824 ,0.000000 ,0.000000 ,0.298518 ,0.328916 ,0.251162 ,0.000000 ,0.057575 ,0.000000 ,0.081599 ,0.878210 ,0.000000 ,0.096653 ,0.312243 ,0.000000 ,0.016270 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.743617 ,2.027622 ,0.000000 ,0.232435 ,0.416862 ,0.224783 ,0.278620 ,0.126487 ,0.007946 ,0.000000 ,0.000000 ,0.084803 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.125717 ,0.008677 ,0.000000 ,0.009210 ,0.007954 ,0.035206 ,0.592734 ,0.410143 ,0.252053 ,0.000000 ,0.041542 ,0.000000 ,0.000000 ,0.000000 ,0.050593 ,0.000000 ,1.539745 ,0.000000 ,0.894648 ,0.012009 ,0.068625 ,0.721268 ,0.156122 ,0.877390 
CRC.SW.U0970.T,0.049339 ,0.000000 ,0.154585 ,0.033395 ,0.000000 ,0.156179 ,0.017344 ,0.022070 ,0.001371 ,0.000000 ,0.036649 ,0.000000 ,0.000000 ,0.060998 ,0.019236 ,0.096634 ,0.000000 ,0.001525 ,0.018693 ,0.023828 ,0.000000 ,0.001535 ,0.002000 ,0.423775 ,0.905359 ,0.693381 ,0.398141 ,0.049602 ,0.053497 ,1.776805 ,0.639766 ,0.363177 ,0.019147 ,0.000000 ,0.000000 ,0.000000 ,0.230014 ,0.391213 ,0.412988 ,0.061474 ,0.834743 ,0.000000 ,0.325201 ,0.614954 ,0.129991 ,0.162409 ,0.056824 ,0.345182 ,0.321285 ,0.026243 ,0.000000 ,0.000000 ,0.017089 ,0.460538 ,1.611507 ,0.050924 ,0.040603 ,0.166328 ,0.110146 ,0.110859 ,0.226496 ,0.010453 ,0.042577 ,0.480066 ,0.471721 ,0.165725 ,0.000000 ,0.000000 ,1.064478 ,0.039852 ,0.015519 ,0.335118 ,0.012432 ,0.000000 ,0.000000 ,0.483927 ,0.000000 ,0.933290 ,0.231420 ,0.387157 ,0.014846 ,0.000000 ,0.348876 ,0.161633 ,0.000000 ,0.795820 ,0.000000 ,1.683594 ,0.323086 ,0.000000 ,2.045622 ,0.053213 ,2.098835 
CRC.SW.U0972.T,0.095647 ,0.000000 ,0.155438 ,0.011708 ,0.000000 ,0.136466 ,0.000000 ,0.003775 ,0.000000 ,0.000000 ,0.016316 ,0.000000 ,0.002317 ,0.012465 ,0.010593 ,0.039368 ,0.000000 ,0.002557 ,0.001282 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.567920 ,0.822640 ,0.487932 ,0.046488 ,0.000000 ,0.000000 ,1.235072 ,0.000000 ,0.494150 ,0.281317 ,0.205389 ,0.091958 ,0.039170 ,0.157266 ,0.427823 ,0.406176 ,0.000000 ,0.238727 ,0.000000 ,0.373933 ,0.322736 ,0.000000 ,0.063327 ,0.072317 ,0.172228 ,0.189440 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.303464 ,1.122834 ,0.074415 ,0.020237 ,0.057954 ,0.008007 ,0.075578 ,0.088925 ,0.030280 ,0.070146 ,0.284890 ,0.004202 ,0.114796 ,0.000000 ,0.000000 ,0.000000 ,0.005958 ,0.026865 ,0.276589 ,0.011808 ,0.000000 ,0.000000 ,0.099380 ,0.201399 ,0.137547 ,0.000000 ,0.100747 ,0.000000 ,0.152767 ,0.124348 ,0.036586 ,0.000000 ,1.968230 ,0.000000 ,0.853240 ,0.209593 ,0.009163 ,1.500479 ,0.036159 ,1.536637 
CRC.SW.U0976.T,0.028855 ,0.000000 ,0.104179 ,0.007069 ,0.000000 ,0.141353 ,0.005740 ,0.000000 ,0.000000 ,0.000000 ,0.029225 ,0.000000 ,0.000000 ,0.063769 ,0.011681 ,0.062819 ,0.000000 ,0.001991 ,0.000000 ,0.034614 ,0.007675 ,0.034041 ,0.004000 ,0.373479 ,0.928277 ,0.533009 ,0.017847 ,0.033531 ,0.646348 ,0.384558 ,0.000000 ,0.130244 ,0.000000 ,0.025981 ,0.000000 ,0.000000 ,0.127033 ,0.000000 ,0.000000 ,0.000000 ,0.237627 ,0.234970 ,0.251535 ,0.431486 ,0.000000 ,0.011990 ,0.517631 ,0.000000 ,0.082173 ,0.000025 ,0.441575 ,0.000000 ,0.000302 ,1.137903 ,0.475391 ,0.016471 ,0.390442 ,0.036166 ,0.003520 ,0.082873 ,0.058588 ,0.038907 ,0.044529 ,0.081820 ,0.146035 ,0.334686 ,0.036214 ,0.000000 ,0.022459 ,0.157529 ,0.060675 ,0.011058 ,0.014132 ,0.316486 ,0.000000 ,0.233369 ,0.279541 ,0.132909 ,0.429360 ,0.139498 ,0.000000 ,0.305105 ,0.000000 ,0.002125 ,0.007536 ,1.637734 ,0.000000 ,0.633844 ,0.975751 ,0.000000 ,0.579989 ,0.496369 ,1.076358 
CRC.SW.U0977.T,0.003659 ,0.002293 ,0.103482 ,0.045352 ,0.000000 ,0.178039 ,0.000000 ,0.054258 ,0.000000 ,0.000000 ,0.014993 ,0.004573 ,0.018093 ,0.021082 ,0.051706 ,0.110137 ,0.011589 ,0.000000 ,0.000000 ,0.073999 ,0.000000 ,0.019741 ,0.015000 ,0.247391 ,0.983081 ,0.712994 ,0.161711 ,0.901770 ,0.533414 ,0.282867 ,0.000000 ,0.285956 ,0.000000 ,0.044499 ,0.000000 ,0.000000 ,0.062617 ,0.534673 ,0.524971 ,0.057023 ,0.030275 ,0.314079 ,0.057277 ,0.416174 ,0.000000 ,0.046854 ,0.447028 ,0.037139 ,0.148607 ,0.000000 ,1.022636 ,0.000000 ,0.000000 ,0.504522 ,0.984317 ,0.094229 ,0.459319 ,0.194039 ,0.111444 ,0.192830 ,0.086068 ,0.027787 ,0.009624 ,0.031410 ,0.000000 ,0.341412 ,0.426495 ,0.000000 ,0.068579 ,0.137974 ,0.004574 ,0.047520 ,0.038535 ,0.013984 ,0.000000 ,0.202798 ,0.061651 ,0.131343 ,0.504903 ,0.048316 ,0.000000 ,0.684026 ,0.000000 ,0.034353 ,0.022985 ,1.334397 ,0.000000 ,0.140182 ,0.490176 ,0.278749 ,1.111077 ,1.185717 ,2.296794 
